,country,date,yesterdays_deaths,deaths_change
0,Afghanistan,2020-01-01,0.0,0.0
1,Afghanistan,2020-01-01,4.0,4.0
2,Afghanistan,2020-01-01,6.0,2.0
3,Afghanistan,2020-01-02,0.0,-6.0
4,Afghanistan,2020-01-02,0.0,0.0
5,Afghanistan,2020-01-02,0.0,0.0
6,Afghanistan,2020-01-03,0.0,0.0
7,Afghanistan,2020-01-03,0.0,0.0
8,Afghanistan,2020-01-04,0.0,0.0
9,Afghanistan,2020-01-04,0.0,0.0
10,Afghanistan,2020-01-05,0.0,0.0
11,Afghanistan,2020-01-05,0.0,0.0
12,Afghanistan,2020-01-06,0.0,0.0
13,Afghanistan,2020-01-06,0.0,0.0
14,Afghanistan,2020-01-07,0.0,0.0
15,Afghanistan,2020-01-07,0.0,0.0
16,Afghanistan,2020-01-08,0.0,0.0
17,Afghanistan,2020-01-08,0.0,0.0
18,Afghanistan,2020-01-09,0.0,0.0
19,Afghanistan,2020-01-09,0.0,0.0
20,Afghanistan,2020-01-10,0.0,0.0
21,Afghanistan,2020-01-10,0.0,0.0
22,Afghanistan,2020-01-11,0.0,0.0
23,Afghanistan,2020-01-11,0.0,0.0
24,Afghanistan,2020-01-12,0.0,0.0
25,Afghanistan,2020-01-12,0.0,0.0
26,Afghanistan,2020-01-13,0.0,0.0
27,Afghanistan,2020-01-13,0.0,0.0
28,Afghanistan,2020-01-14,0.0,0.0
29,Afghanistan,2020-01-14,0.0,0.0
30,Afghanistan,2020-01-15,0.0,0.0
31,Afghanistan,2020-01-15,0.0,0.0
32,Afghanistan,2020-01-16,0.0,0.0
33,Afghanistan,2020-01-16,0.0,0.0
34,Afghanistan,2020-01-17,0.0,0.0
35,Afghanistan,2020-01-17,0.0,0.0
36,Afghanistan,2020-01-18,0.0,0.0
37,Afghanistan,2020-01-18,0.0,0.0
38,Afghanistan,2020-01-19,0.0,0.0
39,Afghanistan,2020-01-19,0.0,0.0
40,Afghanistan,2020-01-20,0.0,0.0
41,Afghanistan,2020-01-20,0.0,0.0
42,Afghanistan,2020-01-21,0.0,0.0
43,Afghanistan,2020-01-21,0.0,0.0
44,Afghanistan,2020-01-22,0.0,0.0
45,Afghanistan,2020-01-22,1.0,1.0
46,Afghanistan,2020-01-22,1.0,0.0
47,Afghanistan,2020-01-23,0.0,-1.0
48,Afghanistan,2020-01-23,0.0,0.0
49,Afghanistan,2020-01-23,0.0,0.0
50,Afghanistan,2020-01-24,0.0,0.0
51,Afghanistan,2020-01-24,1.0,1.0
52,Afghanistan,2020-01-24,0.0,-1.0
53,Afghanistan,2020-01-25,0.0,0.0
54,Afghanistan,2020-01-25,2.0,2.0
55,Afghanistan,2020-01-25,0.0,-2.0
56,Afghanistan,2020-01-26,0.0,0.0
57,Afghanistan,2020-01-26,4.0,4.0
58,Afghanistan,2020-01-26,0.0,-4.0
59,Afghanistan,2020-01-27,0.0,0.0
60,Afghanistan,2020-01-27,4.0,4.0
61,Afghanistan,2020-01-27,4.0,0.0
62,Afghanistan,2020-01-28,0.0,-4.0
63,Afghanistan,2020-01-28,0.0,0.0
64,Afghanistan,2020-01-28,0.0,0.0
65,Afghanistan,2020-01-29,4.0,4.0
66,Afghanistan,2020-01-29,0.0,-4.0
67,Afghanistan,2020-01-29,4.0,4.0
68,Afghanistan,2020-01-30,0.0,-4.0
69,Afghanistan,2020-01-30,0.0,0.0
70,Afghanistan,2020-01-31,4.0,4.0
71,Afghanistan,2020-01-31,,
72,Albania,2020-01-01,0.0,-15.0
73,Albania,2020-01-01,0.0,0.0
74,Albania,2020-01-01,0.0,0.0
75,Albania,2020-01-02,0.0,0.0
76,Albania,2020-01-02,16.0,16.0
77,Albania,2020-01-02,0.0,-16.0
78,Albania,2020-01-03,0.0,0.0
79,Albania,2020-01-03,0.0,0.0
80,Albania,2020-01-04,0.0,0.0
81,Albania,2020-01-04,0.0,0.0
82,Albania,2020-01-05,0.0,0.0
83,Albania,2020-01-05,0.0,0.0
84,Albania,2020-01-06,0.0,0.0
85,Albania,2020-01-06,0.0,0.0
86,Albania,2020-01-07,0.0,0.0
87,Albania,2020-01-07,0.0,0.0
88,Albania,2020-01-08,0.0,0.0
89,Albania,2020-01-08,0.0,0.0
90,Albania,2020-01-09,0.0,0.0
91,Albania,2020-01-09,0.0,0.0
92,Albania,2020-01-10,0.0,0.0
93,Albania,2020-01-10,0.0,0.0
94,Albania,2020-01-11,1.0,1.0
95,Albania,2020-01-11,1.0,0.0
96,Albania,2020-01-12,0.0,-1.0
97,Albania,2020-01-12,0.0,0.0
98,Albania,2020-01-13,1.0,1.0
99,Albania,2020-01-13,0.0,-1.0
100,Albania,2020-01-14,1.0,1.0
101,Albania,2020-01-14,0.0,-1.0
102,Albania,2020-01-15,1.0,1.0
103,Albania,2020-01-15,0.0,-1.0
104,Albania,2020-01-16,1.0,1.0
105,Albania,2020-01-16,1.0,0.0
106,Albania,2020-01-17,0.0,-1.0
107,Albania,2020-01-17,0.0,0.0
108,Albania,2020-01-18,2.0,2.0
109,Albania,2020-01-18,0.0,-2.0
110,Albania,2020-01-19,2.0,2.0
111,Albania,2020-01-19,0.0,-2.0
112,Albania,2020-01-20,2.0,2.0
113,Albania,2020-01-20,2.0,0.0
114,Albania,2020-01-21,0.0,-2.0
115,Albania,2020-01-21,2.0,2.0
116,Albania,2020-01-22,0.0,-2.0
117,Albania,2020-01-22,0.0,0.0
118,Albania,2020-01-22,4.0,4.0
119,Albania,2020-01-23,0.0,-4.0
120,Albania,2020-01-23,0.0,0.0
121,Albania,2020-01-23,5.0,5.0
122,Albania,2020-01-24,0.0,-5.0
123,Albania,2020-01-24,0.0,0.0
124,Albania,2020-01-24,0.0,0.0
125,Albania,2020-01-25,0.0,0.0
126,Albania,2020-01-25,5.0,5.0
127,Albania,2020-01-25,0.0,-5.0
128,Albania,2020-01-26,6.0,6.0
129,Albania,2020-01-26,0.0,-6.0
130,Albania,2020-01-26,0.0,0.0
131,Albania,2020-01-27,8.0,8.0
132,Albania,2020-01-27,0.0,-8.0
133,Albania,2020-01-27,0.0,0.0
134,Albania,2020-01-28,0.0,0.0
135,Albania,2020-01-28,10.0,10.0
136,Albania,2020-01-28,10.0,0.0
137,Albania,2020-01-29,0.0,-10.0
138,Albania,2020-01-29,0.0,0.0
139,Albania,2020-01-29,0.0,0.0
140,Albania,2020-01-30,11.0,11.0
141,Albania,2020-01-30,15.0,4.0
142,Albania,2020-01-31,0.0,-15.0
143,Albania,2020-01-31,,
144,Algeria,2020-01-01,0.0,-58.0
145,Algeria,2020-01-01,0.0,0.0
146,Algeria,2020-01-01,0.0,0.0
147,Algeria,2020-01-02,86.0,86.0
148,Algeria,2020-01-02,0.0,-86.0
149,Algeria,2020-01-02,0.0,0.0
150,Algeria,2020-01-03,0.0,0.0
151,Algeria,2020-01-03,0.0,0.0
152,Algeria,2020-01-04,0.0,0.0
153,Algeria,2020-01-04,0.0,0.0
154,Algeria,2020-01-05,0.0,0.0
155,Algeria,2020-01-05,0.0,0.0
156,Algeria,2020-01-06,0.0,0.0
157,Algeria,2020-01-06,0.0,0.0
158,Algeria,2020-01-07,0.0,0.0
159,Algeria,2020-01-07,0.0,0.0
160,Algeria,2020-01-08,0.0,0.0
161,Algeria,2020-01-08,0.0,0.0
162,Algeria,2020-01-09,0.0,0.0
163,Algeria,2020-01-09,0.0,0.0
164,Algeria,2020-01-10,0.0,0.0
165,Algeria,2020-01-10,0.0,0.0
166,Algeria,2020-01-11,0.0,0.0
167,Algeria,2020-01-11,0.0,0.0
168,Algeria,2020-01-12,1.0,1.0
169,Algeria,2020-01-12,0.0,-1.0
170,Algeria,2020-01-13,2.0,2.0
171,Algeria,2020-01-13,0.0,-2.0
172,Algeria,2020-01-14,3.0,3.0
173,Algeria,2020-01-14,4.0,1.0
174,Algeria,2020-01-15,0.0,-4.0
175,Algeria,2020-01-15,4.0,4.0
176,Algeria,2020-01-16,0.0,-4.0
177,Algeria,2020-01-16,4.0,4.0
178,Algeria,2020-01-17,0.0,-4.0
179,Algeria,2020-01-17,7.0,7.0
180,Algeria,2020-01-18,0.0,-7.0
181,Algeria,2020-01-18,9.0,9.0
182,Algeria,2020-01-19,0.0,-9.0
183,Algeria,2020-01-19,0.0,0.0
184,Algeria,2020-01-20,11.0,11.0
185,Algeria,2020-01-20,0.0,-11.0
186,Algeria,2020-01-21,15.0,15.0
187,Algeria,2020-01-21,0.0,-15.0
188,Algeria,2020-01-22,0.0,0.0
189,Algeria,2020-01-22,17.0,17.0
190,Algeria,2020-01-22,0.0,-17.0
191,Algeria,2020-01-23,0.0,0.0
192,Algeria,2020-01-23,17.0,17.0
193,Algeria,2020-01-23,19.0,2.0
194,Algeria,2020-01-24,0.0,-19.0
195,Algeria,2020-01-24,0.0,0.0
196,Algeria,2020-01-24,0.0,0.0
197,Algeria,2020-01-25,0.0,0.0
198,Algeria,2020-01-25,21.0,21.0
199,Algeria,2020-01-25,0.0,-21.0
200,Algeria,2020-01-26,0.0,0.0
201,Algeria,2020-01-26,25.0,25.0
202,Algeria,2020-01-26,0.0,-25.0
203,Algeria,2020-01-27,26.0,26.0
204,Algeria,2020-01-27,0.0,-26.0
205,Algeria,2020-01-27,29.0,29.0
206,Algeria,2020-01-28,0.0,-29.0
207,Algeria,2020-01-28,0.0,0.0
208,Algeria,2020-01-28,0.0,0.0
209,Algeria,2020-01-29,31.0,31.0
210,Algeria,2020-01-29,0.0,-31.0
211,Algeria,2020-01-29,0.0,0.0
212,Algeria,2020-01-30,35.0,35.0
213,Algeria,2020-01-30,0.0,-35.0
214,Algeria,2020-01-31,44.0,44.0
215,Algeria,2020-01-31,,
216,Andorra,2020-01-01,14.0,14.0
217,Andorra,2020-01-01,0.0,-14.0
218,Andorra,2020-01-01,0.0,0.0
219,Andorra,2020-01-02,15.0,15.0
220,Andorra,2020-01-02,0.0,-15.0
221,Andorra,2020-01-02,0.0,0.0
222,Andorra,2020-01-03,0.0,0.0
223,Andorra,2020-01-03,0.0,0.0
224,Andorra,2020-01-04,0.0,0.0
225,Andorra,2020-01-04,0.0,0.0
226,Andorra,2020-01-05,0.0,0.0
227,Andorra,2020-01-05,0.0,0.0
228,Andorra,2020-01-06,0.0,0.0
229,Andorra,2020-01-06,0.0,0.0
230,Andorra,2020-01-07,0.0,0.0
231,Andorra,2020-01-07,0.0,0.0
232,Andorra,2020-01-08,0.0,0.0
233,Andorra,2020-01-08,0.0,0.0
234,Andorra,2020-01-09,0.0,0.0
235,Andorra,2020-01-09,0.0,0.0
236,Andorra,2020-01-10,0.0,0.0
237,Andorra,2020-01-10,0.0,0.0
238,Andorra,2020-01-11,0.0,0.0
239,Andorra,2020-01-11,0.0,0.0
240,Andorra,2020-01-12,0.0,0.0
241,Andorra,2020-01-12,0.0,0.0
242,Andorra,2020-01-13,0.0,0.0
243,Andorra,2020-01-13,0.0,0.0
244,Andorra,2020-01-14,0.0,0.0
245,Andorra,2020-01-14,0.0,0.0
246,Andorra,2020-01-15,0.0,0.0
247,Andorra,2020-01-15,0.0,0.0
248,Andorra,2020-01-16,0.0,0.0
249,Andorra,2020-01-16,0.0,0.0
250,Andorra,2020-01-17,0.0,0.0
251,Andorra,2020-01-17,0.0,0.0
252,Andorra,2020-01-18,0.0,0.0
253,Andorra,2020-01-18,0.0,0.0
254,Andorra,2020-01-19,0.0,0.0
255,Andorra,2020-01-19,0.0,0.0
256,Andorra,2020-01-20,0.0,0.0
257,Andorra,2020-01-20,0.0,0.0
258,Andorra,2020-01-21,0.0,0.0
259,Andorra,2020-01-21,1.0,1.0
260,Andorra,2020-01-22,0.0,-1.0
261,Andorra,2020-01-22,0.0,0.0
262,Andorra,2020-01-22,0.0,0.0
263,Andorra,2020-01-23,0.0,0.0
264,Andorra,2020-01-23,1.0,1.0
265,Andorra,2020-01-23,0.0,-1.0
266,Andorra,2020-01-24,0.0,0.0
267,Andorra,2020-01-24,1.0,1.0
268,Andorra,2020-01-24,0.0,-1.0
269,Andorra,2020-01-25,0.0,0.0
270,Andorra,2020-01-25,1.0,1.0
271,Andorra,2020-01-25,0.0,-1.0
272,Andorra,2020-01-26,3.0,3.0
273,Andorra,2020-01-26,0.0,-3.0
274,Andorra,2020-01-26,0.0,0.0
275,Andorra,2020-01-27,0.0,0.0
276,Andorra,2020-01-27,3.0,3.0
277,Andorra,2020-01-27,0.0,-3.0
278,Andorra,2020-01-28,0.0,0.0
279,Andorra,2020-01-28,3.0,3.0
280,Andorra,2020-01-28,0.0,-3.0
281,Andorra,2020-01-29,6.0,6.0
282,Andorra,2020-01-29,0.0,-6.0
283,Andorra,2020-01-29,0.0,0.0
284,Andorra,2020-01-30,8.0,8.0
285,Andorra,2020-01-30,0.0,-8.0
286,Andorra,2020-01-31,12.0,12.0
287,Andorra,2020-01-31,,
288,Angola,2020-01-01,0.0,0.0
289,Angola,2020-01-01,2.0,2.0
290,Angola,2020-01-01,2.0,0.0
291,Angola,2020-01-02,0.0,-2.0
292,Angola,2020-01-02,0.0,0.0
293,Angola,2020-01-02,0.0,0.0
294,Angola,2020-01-03,0.0,0.0
295,Angola,2020-01-03,0.0,0.0
296,Angola,2020-01-04,0.0,0.0
297,Angola,2020-01-04,0.0,0.0
298,Angola,2020-01-05,0.0,0.0
299,Angola,2020-01-05,0.0,0.0
300,Angola,2020-01-06,0.0,0.0
301,Angola,2020-01-06,0.0,0.0
302,Angola,2020-01-07,0.0,0.0
303,Angola,2020-01-07,0.0,0.0
304,Angola,2020-01-08,0.0,0.0
305,Angola,2020-01-08,0.0,0.0
306,Angola,2020-01-09,0.0,0.0
307,Angola,2020-01-09,0.0,0.0
308,Angola,2020-01-10,0.0,0.0
309,Angola,2020-01-10,0.0,0.0
310,Angola,2020-01-11,0.0,0.0
311,Angola,2020-01-11,0.0,0.0
312,Angola,2020-01-12,0.0,0.0
313,Angola,2020-01-12,0.0,0.0
314,Angola,2020-01-13,0.0,0.0
315,Angola,2020-01-13,0.0,0.0
316,Angola,2020-01-14,0.0,0.0
317,Angola,2020-01-14,0.0,0.0
318,Angola,2020-01-15,0.0,0.0
319,Angola,2020-01-15,0.0,0.0
320,Angola,2020-01-16,0.0,0.0
321,Angola,2020-01-16,0.0,0.0
322,Angola,2020-01-17,0.0,0.0
323,Angola,2020-01-17,0.0,0.0
324,Angola,2020-01-18,0.0,0.0
325,Angola,2020-01-18,0.0,0.0
326,Angola,2020-01-19,0.0,0.0
327,Angola,2020-01-19,0.0,0.0
328,Angola,2020-01-20,0.0,0.0
329,Angola,2020-01-20,0.0,0.0
330,Angola,2020-01-21,0.0,0.0
331,Angola,2020-01-21,0.0,0.0
332,Angola,2020-01-22,0.0,0.0
333,Angola,2020-01-22,0.0,0.0
334,Angola,2020-01-22,0.0,0.0
335,Angola,2020-01-23,0.0,0.0
336,Angola,2020-01-23,0.0,0.0
337,Angola,2020-01-23,0.0,0.0
338,Angola,2020-01-24,0.0,0.0
339,Angola,2020-01-24,0.0,0.0
340,Angola,2020-01-24,0.0,0.0
341,Angola,2020-01-25,0.0,0.0
342,Angola,2020-01-25,0.0,0.0
343,Angola,2020-01-25,0.0,0.0
344,Angola,2020-01-26,0.0,0.0
345,Angola,2020-01-26,0.0,0.0
346,Angola,2020-01-26,0.0,0.0
347,Angola,2020-01-27,0.0,0.0
348,Angola,2020-01-27,0.0,0.0
349,Angola,2020-01-27,0.0,0.0
350,Angola,2020-01-28,0.0,0.0
351,Angola,2020-01-28,0.0,0.0
352,Angola,2020-01-28,0.0,0.0
353,Angola,2020-01-29,2.0,2.0
354,Angola,2020-01-29,0.0,-2.0
355,Angola,2020-01-29,0.0,0.0
356,Angola,2020-01-30,2.0,2.0
357,Angola,2020-01-30,0.0,-2.0
358,Angola,2020-01-31,2.0,2.0
359,Angola,2020-01-31,,
360,Antigua and Barbuda,2020-01-01,0.0,0.0
361,Antigua and Barbuda,2020-01-01,0.0,0.0
362,Antigua and Barbuda,2020-01-01,0.0,0.0
363,Antigua and Barbuda,2020-01-02,0.0,0.0
364,Antigua and Barbuda,2020-01-02,0.0,0.0
365,Antigua and Barbuda,2020-01-02,0.0,0.0
366,Antigua and Barbuda,2020-01-03,0.0,0.0
367,Antigua and Barbuda,2020-01-03,0.0,0.0
368,Antigua and Barbuda,2020-01-04,0.0,0.0
369,Antigua and Barbuda,2020-01-04,0.0,0.0
370,Antigua and Barbuda,2020-01-05,0.0,0.0
371,Antigua and Barbuda,2020-01-05,0.0,0.0
372,Antigua and Barbuda,2020-01-06,0.0,0.0
373,Antigua and Barbuda,2020-01-06,0.0,0.0
374,Antigua and Barbuda,2020-01-07,0.0,0.0
375,Antigua and Barbuda,2020-01-07,0.0,0.0
376,Antigua and Barbuda,2020-01-08,0.0,0.0
377,Antigua and Barbuda,2020-01-08,0.0,0.0
378,Antigua and Barbuda,2020-01-09,0.0,0.0
379,Antigua and Barbuda,2020-01-09,0.0,0.0
380,Antigua and Barbuda,2020-01-10,0.0,0.0
381,Antigua and Barbuda,2020-01-10,0.0,0.0
382,Antigua and Barbuda,2020-01-11,0.0,0.0
383,Antigua and Barbuda,2020-01-11,0.0,0.0
384,Antigua and Barbuda,2020-01-12,0.0,0.0
385,Antigua and Barbuda,2020-01-12,0.0,0.0
386,Antigua and Barbuda,2020-01-13,0.0,0.0
387,Antigua and Barbuda,2020-01-13,0.0,0.0
388,Antigua and Barbuda,2020-01-14,0.0,0.0
389,Antigua and Barbuda,2020-01-14,0.0,0.0
390,Antigua and Barbuda,2020-01-15,0.0,0.0
391,Antigua and Barbuda,2020-01-15,0.0,0.0
392,Antigua and Barbuda,2020-01-16,0.0,0.0
393,Antigua and Barbuda,2020-01-16,0.0,0.0
394,Antigua and Barbuda,2020-01-17,0.0,0.0
395,Antigua and Barbuda,2020-01-17,0.0,0.0
396,Antigua and Barbuda,2020-01-18,0.0,0.0
397,Antigua and Barbuda,2020-01-18,0.0,0.0
398,Antigua and Barbuda,2020-01-19,0.0,0.0
399,Antigua and Barbuda,2020-01-19,0.0,0.0
400,Antigua and Barbuda,2020-01-20,0.0,0.0
401,Antigua and Barbuda,2020-01-20,0.0,0.0
402,Antigua and Barbuda,2020-01-21,0.0,0.0
403,Antigua and Barbuda,2020-01-21,0.0,0.0
404,Antigua and Barbuda,2020-01-22,0.0,0.0
405,Antigua and Barbuda,2020-01-22,0.0,0.0
406,Antigua and Barbuda,2020-01-22,0.0,0.0
407,Antigua and Barbuda,2020-01-23,0.0,0.0
408,Antigua and Barbuda,2020-01-23,0.0,0.0
409,Antigua and Barbuda,2020-01-23,0.0,0.0
410,Antigua and Barbuda,2020-01-24,0.0,0.0
411,Antigua and Barbuda,2020-01-24,0.0,0.0
412,Antigua and Barbuda,2020-01-24,0.0,0.0
413,Antigua and Barbuda,2020-01-25,0.0,0.0
414,Antigua and Barbuda,2020-01-25,0.0,0.0
415,Antigua and Barbuda,2020-01-25,0.0,0.0
416,Antigua and Barbuda,2020-01-26,0.0,0.0
417,Antigua and Barbuda,2020-01-26,0.0,0.0
418,Antigua and Barbuda,2020-01-26,0.0,0.0
419,Antigua and Barbuda,2020-01-27,0.0,0.0
420,Antigua and Barbuda,2020-01-27,0.0,0.0
421,Antigua and Barbuda,2020-01-27,0.0,0.0
422,Antigua and Barbuda,2020-01-28,0.0,0.0
423,Antigua and Barbuda,2020-01-28,0.0,0.0
424,Antigua and Barbuda,2020-01-28,0.0,0.0
425,Antigua and Barbuda,2020-01-29,0.0,0.0
426,Antigua and Barbuda,2020-01-29,0.0,0.0
427,Antigua and Barbuda,2020-01-29,0.0,0.0
428,Antigua and Barbuda,2020-01-30,0.0,0.0
429,Antigua and Barbuda,2020-01-30,0.0,0.0
430,Antigua and Barbuda,2020-01-31,0.0,0.0
431,Antigua and Barbuda,2020-01-31,,
432,Argentina,2020-01-01,0.0,-28.0
433,Argentina,2020-01-01,0.0,0.0
434,Argentina,2020-01-01,0.0,0.0
435,Argentina,2020-01-02,36.0,36.0
436,Argentina,2020-01-02,0.0,-36.0
437,Argentina,2020-01-02,0.0,0.0
438,Argentina,2020-01-03,0.0,0.0
439,Argentina,2020-01-03,0.0,0.0
440,Argentina,2020-01-04,0.0,0.0
441,Argentina,2020-01-04,0.0,0.0
442,Argentina,2020-01-05,0.0,0.0
443,Argentina,2020-01-05,0.0,0.0
444,Argentina,2020-01-06,0.0,0.0
445,Argentina,2020-01-06,0.0,0.0
446,Argentina,2020-01-07,0.0,0.0
447,Argentina,2020-01-07,0.0,0.0
448,Argentina,2020-01-08,1.0,1.0
449,Argentina,2020-01-08,1.0,0.0
450,Argentina,2020-01-09,0.0,-1.0
451,Argentina,2020-01-09,1.0,1.0
452,Argentina,2020-01-10,0.0,-1.0
453,Argentina,2020-01-10,0.0,0.0
454,Argentina,2020-01-11,1.0,1.0
455,Argentina,2020-01-11,0.0,-1.0
456,Argentina,2020-01-12,1.0,1.0
457,Argentina,2020-01-12,0.0,-1.0
458,Argentina,2020-01-13,2.0,2.0
459,Argentina,2020-01-13,0.0,-2.0
460,Argentina,2020-01-14,2.0,2.0
461,Argentina,2020-01-14,0.0,-2.0
462,Argentina,2020-01-15,2.0,2.0
463,Argentina,2020-01-15,2.0,0.0
464,Argentina,2020-01-16,0.0,-2.0
465,Argentina,2020-01-16,2.0,2.0
466,Argentina,2020-01-17,0.0,-2.0
467,Argentina,2020-01-17,0.0,0.0
468,Argentina,2020-01-18,2.0,2.0
469,Argentina,2020-01-18,0.0,-2.0
470,Argentina,2020-01-19,3.0,3.0
471,Argentina,2020-01-19,0.0,-3.0
472,Argentina,2020-01-20,3.0,3.0
473,Argentina,2020-01-20,4.0,1.0
474,Argentina,2020-01-21,0.0,-4.0
475,Argentina,2020-01-21,0.0,0.0
476,Argentina,2020-01-22,4.0,4.0
477,Argentina,2020-01-22,0.0,-4.0
478,Argentina,2020-01-22,4.0,4.0
479,Argentina,2020-01-23,0.0,-4.0
480,Argentina,2020-01-23,0.0,0.0
481,Argentina,2020-01-23,0.0,0.0
482,Argentina,2020-01-24,6.0,6.0
483,Argentina,2020-01-24,0.0,-6.0
484,Argentina,2020-01-24,0.0,0.0
485,Argentina,2020-01-25,8.0,8.0
486,Argentina,2020-01-25,0.0,-8.0
487,Argentina,2020-01-25,9.0,9.0
488,Argentina,2020-01-26,0.0,-9.0
489,Argentina,2020-01-26,0.0,0.0
490,Argentina,2020-01-26,0.0,0.0
491,Argentina,2020-01-27,0.0,0.0
492,Argentina,2020-01-27,13.0,13.0
493,Argentina,2020-01-27,0.0,-13.0
494,Argentina,2020-01-28,0.0,0.0
495,Argentina,2020-01-28,18.0,18.0
496,Argentina,2020-01-28,0.0,-18.0
497,Argentina,2020-01-29,19.0,19.0
498,Argentina,2020-01-29,0.0,-19.0
499,Argentina,2020-01-29,0.0,0.0
500,Argentina,2020-01-30,23.0,23.0
501,Argentina,2020-01-30,0.0,-23.0
502,Argentina,2020-01-31,27.0,27.0
503,Argentina,2020-01-31,,
504,Armenia,2020-01-01,4.0,4.0
505,Armenia,2020-01-01,0.0,-4.0
506,Armenia,2020-01-01,0.0,0.0
507,Armenia,2020-01-02,0.0,0.0
508,Armenia,2020-01-02,7.0,7.0
509,Armenia,2020-01-02,0.0,-7.0
510,Armenia,2020-01-03,0.0,0.0
511,Armenia,2020-01-03,0.0,0.0
512,Armenia,2020-01-04,0.0,0.0
513,Armenia,2020-01-04,0.0,0.0
514,Armenia,2020-01-05,0.0,0.0
515,Armenia,2020-01-05,0.0,0.0
516,Armenia,2020-01-06,0.0,0.0
517,Armenia,2020-01-06,0.0,0.0
518,Armenia,2020-01-07,0.0,0.0
519,Armenia,2020-01-07,0.0,0.0
520,Armenia,2020-01-08,0.0,0.0
521,Armenia,2020-01-08,0.0,0.0
522,Armenia,2020-01-09,0.0,0.0
523,Armenia,2020-01-09,0.0,0.0
524,Armenia,2020-01-10,0.0,0.0
525,Armenia,2020-01-10,0.0,0.0
526,Armenia,2020-01-11,0.0,0.0
527,Armenia,2020-01-11,0.0,0.0
528,Armenia,2020-01-12,0.0,0.0
529,Armenia,2020-01-12,0.0,0.0
530,Armenia,2020-01-13,0.0,0.0
531,Armenia,2020-01-13,0.0,0.0
532,Armenia,2020-01-14,0.0,0.0
533,Armenia,2020-01-14,0.0,0.0
534,Armenia,2020-01-15,0.0,0.0
535,Armenia,2020-01-15,0.0,0.0
536,Armenia,2020-01-16,0.0,0.0
537,Armenia,2020-01-16,0.0,0.0
538,Armenia,2020-01-17,0.0,0.0
539,Armenia,2020-01-17,0.0,0.0
540,Armenia,2020-01-18,0.0,0.0
541,Armenia,2020-01-18,0.0,0.0
542,Armenia,2020-01-19,0.0,0.0
543,Armenia,2020-01-19,0.0,0.0
544,Armenia,2020-01-20,0.0,0.0
545,Armenia,2020-01-20,0.0,0.0
546,Armenia,2020-01-21,0.0,0.0
547,Armenia,2020-01-21,0.0,0.0
548,Armenia,2020-01-22,0.0,0.0
549,Armenia,2020-01-22,0.0,0.0
550,Armenia,2020-01-22,0.0,0.0
551,Armenia,2020-01-23,0.0,0.0
552,Armenia,2020-01-23,0.0,0.0
553,Armenia,2020-01-23,0.0,0.0
554,Armenia,2020-01-24,0.0,0.0
555,Armenia,2020-01-24,0.0,0.0
556,Armenia,2020-01-24,0.0,0.0
557,Armenia,2020-01-25,0.0,0.0
558,Armenia,2020-01-25,0.0,0.0
559,Armenia,2020-01-25,0.0,0.0
560,Armenia,2020-01-26,1.0,1.0
561,Armenia,2020-01-26,0.0,-1.0
562,Armenia,2020-01-26,0.0,0.0
563,Armenia,2020-01-27,1.0,1.0
564,Armenia,2020-01-27,0.0,-1.0
565,Armenia,2020-01-27,0.0,0.0
566,Armenia,2020-01-28,0.0,0.0
567,Armenia,2020-01-28,1.0,1.0
568,Armenia,2020-01-28,0.0,-1.0
569,Armenia,2020-01-29,0.0,0.0
570,Armenia,2020-01-29,3.0,3.0
571,Armenia,2020-01-29,3.0,0.0
572,Armenia,2020-01-30,0.0,-3.0
573,Armenia,2020-01-30,0.0,0.0
574,Armenia,2020-01-31,3.0,3.0
575,Armenia,2020-01-31,,
576,Australia,2020-01-01,1.0,1.0
577,Australia,2020-01-01,20.0,19.0
578,Australia,2020-01-01,24.0,4.0
579,Australia,2020-01-02,0.0,-24.0
580,Australia,2020-01-02,1.0,1.0
581,Australia,2020-01-02,1.0,0.0
582,Australia,2020-01-03,0.0,-1.0
583,Australia,2020-01-03,0.0,0.0
584,Australia,2020-01-04,2.0,2.0
585,Australia,2020-01-04,2.0,0.0
586,Australia,2020-01-05,0.0,-2.0
587,Australia,2020-01-05,2.0,2.0
588,Australia,2020-01-06,0.0,-2.0
589,Australia,2020-01-06,2.0,2.0
590,Australia,2020-01-07,0.0,-2.0
591,Australia,2020-01-07,3.0,3.0
592,Australia,2020-01-08,0.0,-3.0
593,Australia,2020-01-08,3.0,3.0
594,Australia,2020-01-09,0.0,-3.0
595,Australia,2020-01-09,3.0,3.0
596,Australia,2020-01-10,0.0,-3.0
597,Australia,2020-01-10,0.0,0.0
598,Australia,2020-01-11,3.0,3.0
599,Australia,2020-01-11,0.0,-3.0
600,Australia,2020-01-12,3.0,3.0
601,Australia,2020-01-12,0.0,-3.0
602,Australia,2020-01-13,3.0,3.0
603,Australia,2020-01-13,3.0,0.0
604,Australia,2020-01-14,0.0,-3.0
605,Australia,2020-01-14,3.0,3.0
606,Australia,2020-01-15,0.0,-3.0
607,Australia,2020-01-15,3.0,3.0
608,Australia,2020-01-16,0.0,-3.0
609,Australia,2020-01-16,0.0,0.0
610,Australia,2020-01-17,5.0,5.0
611,Australia,2020-01-17,6.0,1.0
612,Australia,2020-01-18,0.0,-6.0
613,Australia,2020-01-18,0.0,0.0
614,Australia,2020-01-19,6.0,6.0
